"track_name","artist_name","track_genre","artist_id","track_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit"
"money machine","100 gecs","Country","6PfSUFtkMVoDkx4MQkzOi3","61bwFjzXGG1x2aZsANdLyl",0.68,0.659,6,-7.186,1,0.151,0.229,0,0.474,0.75,98.877,4,114460,TRUE
"I Still Miss Someone","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","0WQdv4lZsGSXv5moNyMXd6",0.659,0.459,9,-11.645,1,0.0337,0.685,0.0197,0.135,0.681,136.051,4,189120,FALSE
"Wagon Wheel","Old Crow Medicine Show","Country","4DBi4EYXgiqbkxvWUXUzMi","359krpyCKcFF8SFvqWES9L",0.621,0.403,9,-8.211,1,0.0359,0.581,0,0.114,0.634,145.523,4,232133,FALSE
"Speak Now","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","1XLc4irbX7oQSneh6gWv3O",0.712,0.603,7,-3.753,1,0.0304,0.0991,0,0.102,0.714,118.986,4,243346,FALSE
"Hey Stephen","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0TYJbIHBtmWy9ugtU9BcbE",0.843,0.541,6,-7.361,1,0.0318,0.191,1.85e-06,0.108,0.838,116.001,4,256040,FALSE
"Act Naturally","The Beatles","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You're Not Sorry","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0VcFAmEODhbIL9Sx2zufia",0.467,0.456,6,-4.155,1,0.0271,0.158,0,0.111,0.252,134.059,4,262173,FALSE
"Forever & Always","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0QCS4NpURHvWdF1icdkfBw",0.607,0.829,10,-5.02,1,0.0588,0.0806,0,0.207,0.52,128.057,4,226293,FALSE
"People Are Crazy","Billy Currington","Country","1By9QBFnjZAoI83BZppHlt","5JnLiuMgRAWoHYOhatFP3s",0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,4,231360,FALSE
"Sweet Virginia","The Rolling Stones","Country","22bE4uQ6baNwSHPVcDxLCe","1hJrWWK74fKL7eeV3CFOvF",0.477,0.74,9,-5.397,1,0.0446,0.502,1.31e-06,0.263,0.56,107.384,4,266560,FALSE
"Better Than Revenge","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","5Ivr5c3f3WNXjBHhtsL19v",0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,4,217173,FALSE
"Ashes of American Flags","Wilco","Country","2QoU3awHVdcHS8LrZEKvSM","5AncGwxZ1tcqDtkaAeEtTP",0.324,0.458,2,-10.643,1,0.0311,0.0293,0.0463,0.921,0.247,73.247,4,363720,TRUE
"The Way I Loved You","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","31ST0tkNT35SKBxuZzslIn",0.433,0.723,5,-3.751,1,0.0352,0.0345,0,0.125,0.406,160.92,4,244573,FALSE
"State of Grace","Taylor Swift","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guess I'm Doing Fine","Beck","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Begin Again","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","2G679wnKfyhUOeNx910OXg",0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.14,0.323,79.025,4,239426,FALSE
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","5enxwA8aAbwZbf5qCHORXi",0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,4,613026,TRUE
"no body, no crime (feat. HAIM)","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","6uwfVkaOM1mcMkFmSn35ix",0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,4,215626,FALSE
"I Hung My Head","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3iBemYZi4lw53UYDlxqMlw",0.536,0.394,0,-9.647,1,0.0345,0.853,2.55e-05,0.115,0.383,100.157,4,233240,FALSE
"The Gambler","Kenny Rogers","Country","4tw2Lmn9tTPUv7Gy7mVPI4","5KqldkCunQ2rWxruMEtGh0",0.671,0.501,4,-13.119,1,0.0594,0.342,0,0.194,0.86,87.04,4,214880,FALSE
"Tim McGraw","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","2Fn01AIMyHbha2ceNQeOqw",0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232106,FALSE
"Teardrops on My Guitar","Taylor Swift","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breathe","Faith Hill","Country","25NQNriVT2YbSW80ILRWJa","3y4LxiYMgDl4RethdzpmNe",0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.278,136.859,4,250546,FALSE
"Should've Said No","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","2zY1HG9UDD2dKiS3IgUyeO",0.4,0.762,4,-4.411,0,0.039,0.00588,9.59e-05,0.277,0.437,168.137,4,244333,FALSE
"Dear John","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","5tMJg8uuZ6tBPRvL37sab7",0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,3,403933,FALSE
"Follow Me","Uncle Kracker","Country","2DnqqkzzDKm3vAoyHtn8So","5mVJU77uJInLPaVUxL46VB",0.881,0.581,5,-5.367,1,0.0329,0.429,0,0.117,0.966,104.999,4,215106,FALSE
"(Ghost) Riders in the Sky","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3I1vEQhGwRK7URrTq4BqNl",0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,4,224813,FALSE
"Old Enough","The Raconteurs","Country","4wo1267SJuUfHgasdlfNfc","6Eyn3bI2csivOH2JwIPsei",0.332,0.799,7,-5.23,1,0.044,0.000156,0.000194,0.212,0.462,88.804,4,237373,FALSE
"You should be sad","Halsey","Country","26VFTg2z8YR0cCuwLzESi2","05NG7kwEZLhA2il9MiXEWT",0.591,0.585,2,-6.35,1,0.0276,0.143,0,0.109,0.323,110.943,4,205473,TRUE
"Always Remember Us This Way","Lady Gaga","Country","1HY2Jd0NmPuamShAr6KMms","74iZuPGwyL33VlTr6jTnab",0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,4,210200,FALSE
"Free Fallin' - Live at the Nokia Theatre","John Mayer","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Out on the Weekend","Neil Young","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tWo ghOSTs","Harry Styles","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treacherous","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0r3U7SOcoj4DIEyN44Lt5z",0.704,0.621,2,-8.086,1,0.0334,0.101,4.3e-06,0.14,0.395,109.995,4,242760,FALSE
"Crazy","Patsy Cline","Country","7dNsHhGeGU5MV01r06O8gK","07Le1uNMhh1htEUJ2IfrnU",0.672,0.195,4,-14.693,1,0.0335,0.395,6.07e-05,0.1,0.796,131.725,3,147520,FALSE
"Harvest","Neil Young","Country","6v8FB84lnmJs434UJf2Mrm","0bN9orkb4jo06MwwaLbs01",0.397,0.415,2,-9.296,1,0.0332,0.679,3.46e-06,0.984,0.507,105.095,4,162960,FALSE
"Good Directions","Billy Currington","Country","1By9QBFnjZAoI83BZppHlt","7GQjJEwqlp6m5HNWVQd6OR",0.716,0.72,5,-2.183,1,0.0319,0.307,0,0.135,0.464,122.512,4,215853,FALSE
"Tell Me Why","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0w09meSaEdiMqYqb5y6w62",0.606,0.85,7,-3.057,1,0.038,0.0689,2.96e-06,0.363,0.512,99.978,4,200906,FALSE
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","Country","64M6ah0SkkRsnPGtGiRAbb","4e4fqjx0Izh4svvTef1z7e",0.642,0.772,10,-6.61,1,0.0848,0.0476,0,0.0646,0.589,153.995,4,164205,FALSE
"Angels Like You","Miley Cyrus","Country","5YGY8feqx7naU7z4HrwZM6","1daDRI9ahBonbWD8YcxOIB",0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981,4,196453,FALSE
"Poor Places","Wilco","Country","2QoU3awHVdcHS8LrZEKvSM","3IibqExsPY4IGb6GosdRXz",0.293,0.683,10,-9.753,1,0.0743,0.195,0.00187,0.298,0.205,94.439,4,331706,FALSE
"I Almost Do","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","5VwFkx7JOimOGTYfha5rs1",0.567,0.481,4,-7.357,1,0.027,0.0173,4.13e-05,0.182,0.233,145.865,4,242573,FALSE
"Stay Stay Stay","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","1qLeEu4iXEclkLwoBlMiou",0.729,0.748,0,-6.67,1,0.0245,0.307,1.29e-06,0.09,0.928,99.981,4,204826,FALSE
"Lonesome Tears","Beck","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hey Porter","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","5KRw3awiPLVWxpw9dZQ58j",0.72,0.835,11,-6.448,1,0.0452,0.101,0.101,0.11,0.863,115.303,4,140600,FALSE
"In My Life","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","7Dprt8s1FohodJYtCNcM4a",0.676,0.239,4,-13.444,1,0.03,0.91,0.000303,0.0959,0.333,85.015,4,177000,FALSE
"Strong Enough","Sheryl Crow","Country","4TKTii6gnOnUXQHyuo9JaD","25IRjWUZ60n7KXxcB4DiX9",0.58,0.265,2,-15.267,1,0.0317,0.796,0.00019,0.11,0.583,154.595,3,189826,FALSE
"The Long Way Home","Norah Jones","Country","2Kx7MNY7cI1ENniW7vT30N","4L0LbmZSVRu09BJnxQu8Wk",0.743,0.121,9,-17.025,1,0.0482,0.851,0.00776,0.108,0.523,136.803,4,193226,FALSE
"Spirits","The Strumbellas","Country","6ujr1NkqbZpYOhquczUUfl","6yDXmurL5FA9Rjn94cRp2g",0.555,0.723,0,-3.709,1,0.027,0.164,0,0.112,0.814,80.522,4,203653,FALSE
"You Belong With Me (Taylor’s Version)","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","1qrpoAMXodY6895hGKoUpA",0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,231124,FALSE
"Bless the Broken Road","Rascal Flatts","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Boy Named Sue","Johnny Cash","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Best Day","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","7APTsjmZbj7TFXQJAiRti4",0.669,0.448,1,-8.566,1,0.0285,0.639,4.06e-06,0.158,0.383,126.068,4,246306,FALSE
"Holy Ground","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","4hCZk6WJBFQeG3P7WsyntI",0.627,0.816,4,-6.698,1,0.0774,0.0162,0.00208,0.0965,0.648,157.043,4,202960,FALSE
"Stay","Post Malone","Country","246dkjvS1zLTtiykXe5h60","4H7WNRErSbONkM06blBoGc",0.507,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,86.046,4,204426,TRUE
"Haunted","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","6CB7DczrX9ZJB9Wkjegmaq",0.431,0.949,5,-2.622,1,0.0605,0.0648,0,0.0612,0.37,162.012,4,245413,FALSE
"Reservations","Wilco","Country","2QoU3awHVdcHS8LrZEKvSM","1TRsfoxOCzeSJXHtY8KiQC",0.196,0.214,5,-17.569,1,0.0375,0.884,0.171,0.248,0.0768,138.947,3,443093,FALSE
"Guess Things Happen That Way","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3G6JVPp8DGHNnEOkt9BA5k",0.604,0.485,10,-10.404,1,0.0671,0.873,0.00058,0.318,0.875,74.442,4,108520,FALSE
"The Good Stuff","Kenny Chesney","Country","3grHWM9bx2E9vwJCdlRv9O","1sR3kJi14jA8Gau3a0yXAo",0.612,0.62,7,-9.785,1,0.0645,0.255,0,0.129,0.502,143.78,4,200440,FALSE
"Soak Up the Sun","Sheryl Crow","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue Eyes Crying in the Rain","Willie Nelson","Country","5W5bDNCqJ1jbCgTxDD0Cb3","6fsfsfjln0FtiesmdX7Xfy",0.622,0.0844,4,-16.432,1,0.0382,0.929,0.227,0.112,0.38,117.564,4,137000,FALSE
"Blame It on Me","George Ezra","Country","2ysnwxxNtSgbb9t1m2Ur4j","2vzMWO0T008m86yDnXwkII",0.537,0.757,3,-3.374,1,0.0274,0.473,0,0.341,0.421,103.882,4,196400,FALSE
"Gone, Gone, Gone","Phillip Phillips","Country","6p5JxpTc7USNnBnLzctyd4","4vQiu8euQuv7PlpRGxZDR3",0.665,0.64,6,-5.95,1,0.0396,0.13,0,0.118,0.458,117.985,4,209693,FALSE
"Sissyneck","Beck","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long Live","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","56qtaBXJlPx9Z41ucQeWcK",0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,4,317960,FALSE
"The End Of The World","Skeeter Davis","Country","5b2OzvLaL6nyxw5pbVbSdy","461nvUNam1j0BpPDc5uh7a",0.233,0.349,10,-6.019,1,0.0294,0.949,1.33e-05,0.275,0.298,85.009,4,158200,FALSE
"Don't Take Your Guns to Town","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","6DQeWECybR1XV74yLRJiZn",0.576,0.302,10,-10.714,1,0.111,0.889,0,0.0812,0.579,177.319,4,180026,FALSE
"Bridge Over Troubled Water","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3e0qSxu1fNPzDlwqWN3cBD",0.201,0.321,5,-9.109,1,0.0273,0.92,0.0229,0.0898,0.262,82.18,4,234600,FALSE
"Peaceful Easy Feeling","Eagles","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barton Hollow","The Civil Wars","Country","6J7rw7NELJUCThPbAfyLIE","6bm0WQCaf5cxIF5RfeqD14",0.417,0.663,2,-7.382,1,0.0325,0.128,0,0.0828,0.448,91.214,4,205773,FALSE
"Last Kiss","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0qLPFc6NZR3bIpiP7VglGd",0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,3,367146,FALSE
"Not Ready To Make Nice","Dixie Chicks","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beer For My Horses","Toby Keith","Country","2bA6fzP0lMAQ4kz6CF61w8","10jxdtqqR3Q71OLrtVYVIt",0.709,0.88,10,-3.443,1,0.0512,0.299,0,0.0499,0.776,119.028,4,211346,FALSE
"ivy","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","43Ykum9T72UOPhBN31grpN",0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,4,260440,TRUE
"I've Been Everywhere","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","2vLPGv0TAzbY68zYBbRCD3",0.729,0.775,4,-5.88,0,0.0723,0.613,1.2e-06,0.312,0.813,112.215,4,197533,FALSE
"Always on My Mind","Willie Nelson","Country","5W5bDNCqJ1jbCgTxDD0Cb3","62FIGY4qftzOuX3KESWa1o",0.527,0.308,2,-12.207,1,0.0265,0.766,0.00736,0.139,0.213,73.94,4,212293,FALSE
"Folkin' Around","Panic! at the Disco","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Change","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","5PSOWHll3h3Vy226xSJk0M",0.543,0.763,5,-4.206,1,0.0376,0.00418,0,0.111,0.234,96.006,4,281053,FALSE
"I Go Back","Kenny Chesney","Country","3grHWM9bx2E9vwJCdlRv9O","1OiVtrpSYKTtg3S3EHyvY1",0.428,0.834,5,-5.692,1,0.0613,0.0374,0,0.244,0.611,180.079,4,243666,FALSE
"Lyin' Eyes","Eagles","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bye Bye Love","The Everly Brothers","Country","4ACplpEqD6JIVgKrafauzs","6OPMgzdjWaxR0P8mCql03S",0.547,0.523,9,-9.176,1,0.0572,0.724,0,0.103,0.89,169.598,4,142906,FALSE
"Annie's Song","John Denver","Country","7EK1bQADBoqbYXnT4Cqv9w","4qvpT2kuAwAHuKq14TRWxd",0.255,0.216,2,-13.707,1,0.0365,0.831,9.83e-06,0.0897,0.408,139.491,3,186666,FALSE
"That's All Right","Elvis Presley","Country","43ZHCT0cAZBISjO8DG9PnE","1vmuu4k7vdNK22z7hTge7O",0.548,0.627,2,-6.042,1,0.0332,0.373,0,0.164,0.585,106.054,4,117173,FALSE
"Daddy Lessons","Beyoncé","Country","6vWDO969PvNqNYHIOW5v0m","71OvX5NNLrmz7rpq1ANTQn",0.643,0.503,7,-8.37,1,0.216,0.273,0,0.349,0.598,90.886,4,287986,FALSE
"Would You Go with Me","Josh Turner","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mud on the Tires","Brad Paisley","Country","13YmWQJFwgZrd4bf5IjMY4","4AQWKGBWTR7fVuUKxi5sKE",0.445,0.744,2,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199,4,208266,FALSE
"Safe & Sound - from The Hunger Games Soundtrack","Taylor Swift","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stickshifts And Safetybelts","Cake","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rain Is a Good Thing","Luke Bryan","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweet Baby James","James Taylor","Country","0vn7UBvSQECKJm2817Yf1P","3mMXBCd2BBRkR2XHZwUFRU",0.512,0.239,2,-15.055,1,0.0353,0.442,0,0.093,0.634,141.292,3,171093,FALSE
"Rusty Cage","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3VAzeazan7H2wIHKqldCrP",0.54,0.731,2,-6.299,1,0.0342,0.591,0.00393,0.165,0.498,112.01,4,169573,FALSE
"The Lucky One","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","24ksPWXKg1k7OOG57pufED",0.706,0.505,4,-7.639,1,0.0358,0.0352,0,0.13,0.561,117.935,4,240266,FALSE
"Never Grow Up","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","1UPDfqsVIZLEiZeMuUsni2",0.714,0.309,2,-8.828,1,0.0302,0.824,0,0.136,0.545,124.894,4,292920,FALSE
"Already Dead","Beck","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Can't Stop Loving You","Ray Charles","Country","1eYhYunlNJlDoQhtYBvPsi","0OW5klw1G3VHc9QR7KRHAf",0.297,0.315,5,-12.726,1,0.0311,0.69,0,0.34,0.358,79.627,4,255040,FALSE
"Your Man","Josh Turner","Country","7vCtweS8UVAXTyau2j0rDT","7BJ3uCJedHCsKUzfUe5j7V",0.743,0.636,6,-4.483,1,0.0241,0.333,0.000216,0.0696,0.784,100.511,4,211893,FALSE
"Big Iron","Marty Robbins","Country","0Xi59sEw38vRvwleSAVqoo","5R60ocmoS5oN2M7FqYrjbC",0.638,0.468,1,-12.834,0,0.0457,0.766,0,0.219,0.561,114.993,4,234560,FALSE
"Cocaine Blues","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","1I6JYb1GfXpWfKY4VHKtaY",0.609,0.662,5,-9.948,1,0.0669,0.537,2.8e-06,0.122,0.951,143.477,4,197946,FALSE
"Curbside Prophet","Jason Mraz","Country","4phGZZrJZRo4ElhRtViYdl","3FKp7QAJoLHPsywOp6UvMH",0.62,0.793,5,-5.964,1,0.066,0.258,0,0.0828,0.893,177.996,4,214552,FALSE
"Transfiguration #1","M. Ward","Country","6nXSnNEdLuKTzAQozRtqiI","5n5JVSAJWBnO5Y2fITW7dE",0.428,0.345,7,-13.535,1,0.0449,0.0875,0.632,0.0823,0.633,123.26,4,161173,FALSE
"Sad Beautiful Tragic","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","6LKjHhOW1az75pCQ9XJJtF",0.624,0.34,7,-12.411,1,0.029,0.632,0.0337,0.121,0.261,129.987,3,283680,FALSE
"cowboy like me","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","52OkpDsU6MmPx1AwGOb6Ap",0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,4,275040,TRUE
"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","2CYVETnhM9aytqrazYYwrK",0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,4,277591,FALSE
"Ol' Red","Blake Shelton","Country","1UTPBmNbXNTittyMJrNkvw","5wane5dFpp8xgriui6y0c7",0.664,0.556,10,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,4,221266,FALSE
"American Honey","Lady Antebellum","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Starlight","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","7txpzmA69zyk50K3ZyZSzC",0.649,0.777,9,-5.797,1,0.0391,0.0192,0.000487,0.234,0.616,126.014,4,220600,FALSE
"Orange Blossom Special","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","55YaK0o4UhhzAlKZUIOvGl",0.621,0.642,0,-12.872,1,0.387,0.201,0.00218,0.767,0.825,132.275,4,229733,FALSE
"Redneck Yacht Club","Craig Morgan","Country","6ktyNEnEukKzskQEiXgCFD","7D0m78AaSLof6onTAXxhRL",0.505,0.9,7,-3.441,1,0.0461,0.412,4.55e-06,0.388,0.683,167.934,4,224306,FALSE
"Far From Any Road","The Handsome Family","Country","72PnPUc1qv9UjRPaGVZ1jq","3LDkLpuxQlEuEiZmkxpr8S",0.707,0.556,9,-10.101,0,0.0303,0.19,0.0159,0.388,0.746,120.028,4,166493,FALSE
"A Man Needs a Maid","Neil Young","Country","6v8FB84lnmJs434UJf2Mrm","5jhA6SD5E347Q7LuEKF508",0.246,0.443,2,-9.665,0,0.0334,0.905,0.0295,0.872,0.128,88.955,4,294320,FALSE
"Dirt Road Anthem","Jason Aldean","Country","3FfvYsEGaIb52QPXhg4DcH","7awFBRzXpFoy8YIm9zOb5s",0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,4,229413,FALSE
"Ours","Taylor Swift","Country","06HL4z0CvFAxyc27GXpf02","0V3SNHDka1JSCP71HAzpxw",0.61,0.56,0,-7.392,1,0.0279,0.469,0,0.087,0.228,159.837,4,239346,FALSE
"Delete Forever","Grimes","Country","053q0ukIDRgzwTr4vNSwab","3MI80DVDVPpZ1A2RT1AWb8",0.557,0.732,8,-7.665,1,0.0342,0.0129,0.093,0.18,0.362,94.988,4,237480,TRUE
"When The Stars Go Blue","Ryan Adams","Country","2qc41rNTtdLK0tV3mJn2Pm","0nOe9N3bENgpIGpRecUVnZ",0.592,0.211,10,-13.277,1,0.0321,0.464,2.81e-05,0.114,0.261,90.541,4,211666,FALSE
"Love Like Crazy","Lee Brice","Country","5Zq7R5qmi58ByYyBQTlNuk","6Ozp6ac86CSHMik8lbvJuM",0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,4,217386,FALSE
"Highwayman","The Highwaymen","Country","6e7QpHYqEiyJGiM98IysLa","55J5Ab2W6aD2YinLgPxdFy",0.674,0.443,11,-13.101,0,0.0443,0.483,0.0122,0.128,0.449,101.331,4,182773,FALSE
"Landslide","Dixie Chicks","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"'39","Queen","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achy Breaky Heart","Billy Ray Cyrus","Country","60rpJ9SgigSd16DOAG7GSa","4dy8LhMGTDgotQi9FwpBBE",0.773,0.747,9,-5.888,1,0.0282,0.0581,0,0.0823,0.964,121.797,4,203773,FALSE
"I Got Stripes","Johnny Cash","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wildfire","John Mayer","Country","0hEurMDQu99nJRq8pTxO14","0QTCTu0CXv4X1JEE4gNpGv",0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,4,253493,FALSE
"I Can't Make You Love Me","Bonnie Raitt","Country","4KDyYWR7IpxZ7xrdYbKrqY","2kDEjAwWyW3MiDEBecRpk9",0.574,0.164,7,-15.861,0,0.032,0.852,3.87e-05,0.202,0.11,123.745,4,332333,FALSE
"State of Grace (Taylor's Version)","Taylor Swift","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tequila Makes Her Clothes Fall Off","Joe Nichols","Country","4aJTB79uwT4sP0Nb8QGWHc","4hIjBVZqeIZtkLm80GX3Bz",0.666,0.702,2,-6.916,1,0.0275,0.122,1.25e-06,0.0841,0.687,93.963,4,187026,FALSE
"Rodeo","Lil Nas X","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'll Be Your Baby Tonight","Bob Dylan","Country","74ASZWbe4lXaubB36ztrGX","032kwZ9kg4yIaIPBOOIwlm",0.512,0.23,0,-16.412,1,0.0301,0.454,0.000139,0.0508,0.457,127.567,4,159360,FALSE
"Solitary Man","Johnny Cash","Country","6kACVPfCOnqzgfEF5ryl0x","3SURw8tyyU8bQ0Nm4pLhKq",0.457,0.492,7,-9.168,0,0.028,0.445,2.44e-06,0.135,0.703,85.809,4,145506,FALSE
"I Hope You Dance","Lee Ann Womack","Country","738OS3zrCO782uDiUN9pet","09k2b6shEz5Xd6cuo8DHWu",0.381,0.451,7,-9.592,0,0.0307,0.0569,0,0.112,0.244,151.109,4,294440,FALSE
"What Kinda Gone","Chris Cagle","Country","1zhIzONVRlTfD1VQRauHMl","7uPReljrrTaqzDCcx4JHmi",0.494,0.861,5,-5.236,1,0.0365,0.257,0,0.103,0.668,172.052,4,181613,FALSE
"You'll Think of Me","Keith Urban","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'm So Lonesome I Could Cry","Hank Williams","Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
